,T1.txt,T10.txt,T2.txt,T3.txt,T4.txt,T5.txt,T6.txt,T7.txt,T8.txt,T9.txt
marsupi,0,0,1,0,0,0,0,0,0,0
martian,0,0,0,0,0,0,1,0,2,0
masculin,0,0,0,4,0,0,0,0,0,0
mass,2,1,1,7,2,4,5,3,3,5
massiv,0,0,0,0,0,0,0,0,1,0
master,0,0,4,1,0,0,0,0,0,2
masteri,0,0,2,0,0,0,0,0,0,2
masterli,0,1,0,0,0,0,0,0,0,0
mate,0,0,0,1,0,0,0,0,0,0
materi,2,2,5,12,2,0,2,1,0,0
matern,0,0,1,2,0,0,0,0,0,0
mathemat,0,0,0,0,2,0,1,0,2,2
mathematician,1,0,0,0,0,0,0,0,0,3
mathura,0,1,0,0,0,0,0,0,0,0
matter,43,0,2,17,2,9,1,7,17,18
matthew,0,0,1,0,0,0,0,0,0,1
matur,0,0,0,3,0,0,0,0,0,0
mauer,0,0,0,0,0,0,0,0,0,1
max,0,0,0,1,0,0,0,0,0,1
maximum,0,0,0,0,1,1,0,1,1,0
maxwel,0,0,0,0,0,0,0,0,1,1
may,30,6,39,34,8,12,13,9,28,13
maze,0,2,0,0,0,0,0,0,0,0
mc,0,0,1,0,0,0,0,0,0,0
mccabe,0,0,1,0,0,0,0,0,0,0
mcgregor,0,0,0,0,0,0,0,0,0,7
mcintosh,0,0,0,0,0,0,0,0,0,1
mckreadi,0,0,0,0,1,0,0,0,0,0
meadow,0,0,3,0,0,0,0,0,0,0
mean,13,5,13,14,4,2,2,7,5,10
meaning,0,1,0,0,0,0,0,0,0,0
meant,0,0,4,1,0,0,0,0,0,5
meanwhil,1,0,0,0,0,0,0,0,0,0
measur,7,0,3,4,3,2,0,10,3,6
mechan,8,0,0,0,1,0,0,0,1,0
medi,0,0,1,0,0,0,0,0,0,0
median,0,0,0,0,0,0,0,0,0,1
medium,4,1,2,1,0,0,0,0,5,0
meet,3,0,5,0,0,0,0,1,1,0
melan,0,0,0,0,0,0,0,0,1,0
melt,0,0,0,0,0,1,1,0,0,0
member,0,1,2,0,0,0,0,0,0,6
membran,0,0,3,0,0,0,0,0,0,0
memor,0,0,1,0,0,0,0,0,0,0
men,3,0,1,0,0,0,0,0,0,5
mendel,0,0,0,0,0,0,0,0,0,2
mental,1,1,1,4,0,0,0,0,0,1
mention,0,1,3,0,1,1,0,2,2,0
merchant,0,0,0,0,0,0,0,0,1,0
mercuri,0,0,0,0,1,0,3,0,0,4
mere,1,1,1,0,3,2,0,3,0,2
meridian,0,0,0,0,0,0,0,0,3,0
merit,0,0,0,0,0,0,0,0,1,0
merychippu,0,0,2,0,0,0,0,0,0,0
mesohippu,0,0,2,0,0,0,0,0,0,0
mesozo,0,0,9,0,0,0,0,0,0,0
messag,0,0,0,2,0,0,0,0,0,0
messeng,0,0,0,4,0,0,0,0,0,2
messier,0,0,0,0,0,0,0,0,0,2
messr,0,0,0,0,0,0,0,1,0,3
met,0,0,2,0,0,2,0,0,1,0
metabol,0,0,0,1,0,0,0,0,0,0
metacarpu,0,0,1,0,0,0,0,0,0,0
metal,3,0,0,0,0,1,2,3,0,0
metazoa,0,0,0,1,0,0,0,0,0,0
metcalf,0,0,1,0,0,0,0,0,0,0
meteor,0,0,0,0,1,7,0,3,0,4
meteorit,0,0,0,7,0,5,1,1,0,2
method,1,0,12,7,2,0,0,2,3,6
mic,0,0,0,1,0,0,0,0,0,1
michael,0,0,0,0,0,0,0,0,2,0
michelson,0,0,0,0,0,0,0,0,1,0
microb,0,0,1,2,0,0,0,0,0,1
microscop,0,0,1,7,0,0,0,0,0,2
microscopist,0,0,0,0,0,0,0,0,0,1
middl,0,0,3,0,1,0,0,0,1,0
midst,0,0,0,0,1,0,0,0,0,0
might,3,3,1,3,1,2,1,2,1,4
mighti,1,0,0,0,0,0,1,1,2,3
migrat,0,1,6,1,0,0,0,0,0,0
migratori,0,0,1,0,0,0,0,0,0,0
mild,1,0,1,1,0,0,0,0,0,0
mile,7,0,6,5,10,8,11,9,2,30
milk,0,0,1,1,0,0,0,0,0,0
milki,0,0,0,0,9,0,0,0,0,6
mill,0,0,0,0,0,0,0,0,0,1
millennia,0,0,1,0,0,0,0,0,0,0
millennium,0,0,2,0,0,0,0,0,0,0
milligram,0,0,0,0,0,0,0,0,0,1
millikan,1,0,0,0,0,0,0,0,0,1
millimetr,2,0,0,0,0,0,0,0,0,0
million,7,0,13,3,3,5,3,4,1,10
millionth,1,0,0,0,0,0,0,0,0,1
mimicri,0,0,0,0,0,0,0,0,0,1
mind,1,6,0,10,0,2,0,0,1,17
mine,1,0,0,0,0,0,0,0,0,0
miner,0,0,0,1,0,0,0,1,0,0
mingl,1,1,0,0,0,0,0,0,0,0
miniatur,1,0,0,0,0,0,0,0,0,0
minimum,0,0,0,0,0,0,0,1,0,1
minnow,0,0,1,0,0,0,0,0,0,1
minor,0,0,4,0,0,0,0,0,0,0
minut,7,4,2,4,0,0,0,3,2,5
miocen,0,0,3,0,0,0,0,0,0,0
mirror,2,0,0,0,6,0,0,0,0,0
miser,0,0,0,1,0,0,0,0,0,0
miss,0,1,0,2,0,0,0,0,0,0
mission,0,0,0,0,0,0,0,0,4,0
mississippi,0,0,0,0,0,0,0,0,1,0
mist,0,0,0,1,0,3,0,0,0,0
mistak,0,3,0,0,0,0,0,0,0,0
mix,2,0,0,0,1,0,0,0,0,2
mobil,0,0,0,1,0,0,0,0,2,0
mode,0,0,0,2,0,0,0,0,0,1
model,1,0,0,1,0,0,0,0,0,6
modern,10,0,17,1,13,0,0,0,1,13
modernis,0,0,2,0,0,0,0,0,0,0
modif,0,0,1,0,0,0,0,0,1,0
modifi,0,0,0,0,0,0,0,0,1,1
moist,0,0,3,0,0,0,1,0,0,0
moisten,0,1,0,0,0,0,0,0,0,0
moistur,1,0,0,1,0,1,0,1,0,0
mole,0,0,1,0,0,0,0,0,0,0
molecul,6,0,0,2,0,0,0,0,3,1
molecular,1,0,0,1,0,0,0,0,4,0
mollusc,0,0,2,0,0,0,0,0,0,0
molten,0,0,0,1,1,1,0,0,0,0
moment,3,2,2,1,0,0,0,0,1,1
monarch,0,0,0,0,0,1,0,0,0,0
money,0,0,0,0,0,0,0,0,3,0
monitor,0,0,0,0,0,0,0,0,0,1
monkey,0,3,4,0,0,0,0,0,0,1
monoton,0,0,1,0,0,0,0,0,0,0
monotoni,0,0,1,0,0,0,0,0,0,0
monster,0,0,1,0,0,0,0,0,0,0
month,0,1,2,1,1,0,0,0,10,1
monument,0,0,0,0,0,0,0,0,0,1
moon,2,0,0,0,2,17,18,0,49,18
moorhen,0,6,0,0,0,0,0,0,0,0
moot,0,0,0,0,0,1,0,0,0,0
moreov,0,0,2,4,0,1,0,0,0,1
morgan,0,3,0,0,0,0,0,0,0,0
moribund,0,0,1,0,0,0,0,0,0,0
morley,0,0,0,0,0,0,0,0,1,0
morn,1,0,0,0,0,0,1,0,0,0
morrow,1,0,0,0,0,0,0,0,0,0
mortal,0,0,1,0,0,0,0,0,0,0
mortar,0,0,0,1,0,0,0,0,0,1
moseley,3,0,0,0,0,0,0,0,0,0
mosquito,0,0,1,1,0,0,0,0,0,0
moss,0,0,4,0,0,0,0,0,0,0
mostli,0,0,0,1,0,0,0,0,0,0
moth,0,1,3,6,0,0,0,0,0,1
mother,1,3,5,2,0,0,0,0,0,1
motil,0,0,0,2,0,0,0,0,0,0
motion,13,0,0,0,10,0,0,0,9,0
motionless,0,1,1,0,0,0,0,0,0,0
motiv,0,1,0,0,0,0,0,0,0,0
motley,0,1,0,0,0,0,0,0,0,0
motor,0,0,0,8,0,0,0,0,0,0
mottl,0,0,0,0,1,0,0,0,0,0
moult,0,0,2,0,0,0,0,0,0,0
moulton,0,0,0,1,0,0,0,0,0,0
mound,0,0,0,0,0,0,0,0,1,0
mount,1,0,0,0,9,1,0,3,0,6
mountain,0,0,2,1,1,5,1,0,0,2
mous,0,1,1,0,0,0,0,0,0,0
mouth,0,0,4,4,0,0,0,0,0,1
movabl,0,0,1,0,0,0,0,0,0,0
move,7,2,3,4,3,1,1,5,4,6
movement,8,0,3,5,1,0,1,6,4,6
mr,2,0,1,0,0,0,1,0,0,1
much,5,5,17,9,8,2,4,0,4,6
mud,0,1,9,1,0,0,0,0,0,3
mudston,0,0,2,1,0,0,0,0,0,0
multicellular,0,0,0,7,0,0,0,0,0,0
multifari,1,0,0,0,0,0,0,0,0,0
multipl,1,0,1,1,0,0,0,0,0,0
multipli,0,0,0,6,0,0,0,0,0,0
multitud,0,1,1,0,0,0,0,0,0,2
mundan,0,0,0,0,0,0,0,0,0,1
munit,0,0,0,1,0,0,0,0,0,0
murray,1,0,0,0,0,0,0,0,0,1
muscl,0,1,7,5,0,0,0,1,0,0
muscular,0,0,0,1,0,0,0,0,0,0
musculatur,0,0,1,0,0,0,0,0,0,0
museum,0,0,4,4,0,0,0,0,0,12
music,0,0,2,1,0,0,0,0,0,0
mussel,0,1,2,0,0,0,0,0,0,0
must,2,2,16,9,1,6,9,6,22,8
mutat,0,0,1,0,0,0,0,0,0,0
mutual,0,0,2,0,0,1,0,0,0,0
myriad,0,0,0,0,1,0,0,0,0,0
mysteri,5,0,0,0,0,0,1,1,4,0
n,0,0,5,1,0,1,0,0,0,0
nake,0,0,1,1,0,0,0,0,0,2
name,1,0,2,1,2,1,1,0,2,2
narrow,0,2,0,0,0,0,1,0,0,1
natal,0,0,2,0,0,0,0,0,0,0
nation,0,0,0,0,0,0,0,0,0,1
natur,19,3,15,22,1,1,0,4,9,21
naturalist,0,0,0,2,0,0,0,0,0,0
nautic,0,0,0,0,2,0,0,0,0,0
nautilu,0,0,0,0,0,0,0,0,0,4
neanderth,0,0,0,0,0,0,0,0,0,2
neap,0,0,0,0,0,0,0,0,1,0
near,1,0,2,3,4,0,2,1,2,5
nearer,0,0,2,2,0,0,2,0,4,0
nearest,1,0,1,0,0,1,1,0,0,6
nearli,5,1,1,1,3,0,1,2,2,0
nebul,0,0,0,2,5,14,0,1,0,4
nebula,1,0,3,6,10,8,0,0,0,12
nebular,0,0,0,3,0,7,0,0,0,3
necess,0,0,2,0,0,0,0,0,0,0
necessari,1,1,3,1,1,0,0,0,1,1
necessarili,1,0,1,0,0,0,1,0,1,0
neck,0,0,1,0,0,0,0,0,0,0
need,2,0,3,5,0,0,0,1,1,1
needl,2,0,0,0,0,0,0,0,0,0
neg,15,0,0,0,0,0,1,0,3,0
neglig,0,0,0,0,0,0,0,0,1,0
neighbour,1,0,0,1,0,0,0,0,0,0
neighbourhood,0,0,0,0,0,0,0,0,1,0
neither,0,1,0,2,0,0,0,0,0,0
nemesi,0,0,0,1,0,0,0,0,0,0
neptun,0,0,0,0,1,0,1,0,0,4
nerv,2,1,0,18,0,0,0,0,0,0
nervou,0,0,0,2,0,0,0,0,0,0
nest,0,6,2,2,0,0,0,0,0,4
net,0,0,0,0,0,1,0,0,1,1
network,0,0,1,1,0,0,0,0,1,1
neutralis,1,0,0,0,0,0,0,0,0,0
never,0,0,2,0,1,0,1,1,1,0
nevertheless,0,0,0,0,0,0,0,0,1,0
nevil,0,0,1,0,0,0,0,0,0,0
new,10,4,11,9,6,0,0,1,3,26
newbi,0,0,0,0,0,0,0,0,1,0
newborn,0,0,0,1,0,0,0,0,0,0
newcomb,0,0,0,0,2,0,0,0,0,1
newli,0,0,1,0,0,0,0,0,0,0
newslett,0,0,0,0,0,0,0,0,1,0
newt,0,0,1,0,0,0,0,0,0,0
newton,2,0,0,1,0,0,0,1,2,2
next,4,0,2,2,0,0,1,0,1,1
niagara,2,0,0,0,0,0,0,0,1,1
nich,0,0,1,0,0,0,0,0,0,0
niger,0,0,0,0,0,0,0,0,0,1
night,0,1,2,3,3,4,0,0,0,4
nine,0,0,1,2,0,0,3,0,1,1
nineteenth,1,0,0,1,1,1,0,0,0,0
nineti,2,0,0,0,0,0,0,0,0,0
ninth,0,0,0,0,0,0,0,0,0,1
nitrogen,0,0,0,2,0,0,0,0,0,0
nobl,0,0,1,0,0,0,0,0,0,0
noctiluca,0,0,0,1,0,0,0,0,0,0
nocturn,0,1,0,0,0,0,0,0,0,0
nois,0,0,1,0,0,1,0,0,0,0
non,0,0,4,1,0,0,0,0,1,0
none,2,1,3,0,0,1,1,0,0,0
nonpluss,0,0,1,0,0,0,0,0,0,0
nonproprietari,0,0,0,0,0,0,0,0,1,0
noon,0,0,0,0,0,0,0,0,0,1
normal,1,0,0,0,0,0,0,0,0,0
norman,0,0,0,1,0,0,0,1,1,0
north,4,1,3,0,1,0,0,1,1,4
northern,0,0,1,0,0,0,0,0,0,3
northward,0,0,1,0,0,0,0,0,0,0
notabl,0,1,2,0,0,0,0,0,0,3
notch,1,0,0,0,0,0,0,0,0,0
note,2,2,4,1,0,0,3,0,0,2
noth,3,2,0,0,0,2,1,0,4,1
notic,2,2,2,2,3,3,0,1,5,1
notifi,0,0,0,0,0,0,0,0,1,0
notion,1,0,0,0,0,0,0,0,2,0
notwithstand,0,0,0,0,0,0,0,0,0,1
novel,0,2,0,0,0,0,0,0,0,0
novelti,0,0,2,0,0,0,0,0,0,0
novemb,1,0,0,0,0,0,0,1,0,1
nowaday,0,0,0,0,1,0,0,0,0,0
nuclear,0,0,0,1,0,0,0,0,0,0
nuclei,0,0,0,2,0,0,0,0,0,0
nucleu,15,0,1,4,1,5,0,0,0,3
number,13,1,5,1,5,4,0,4,6,3
numer,0,0,7,0,1,1,0,0,1,0
nurtur,0,1,1,0,0,0,0,0,0,0
nut,0,1,0,0,0,0,0,0,0,1
nutrit,0,0,2,3,0,0,0,0,0,0
obdur,0,0,0,0,0,0,0,1,0,0
obelia,0,0,0,1,0,0,0,0,0,1
obey,0,1,0,0,0,0,0,0,2,0
object,1,0,0,0,4,1,1,0,0,5
oblig,1,2,0,0,0,0,0,0,0,0
obligatori,0,0,0,1,0,0,0,0,0,0
obliqu,1,0,0,0,0,0,0,0,0,0
obliter,0,0,1,0,0,0,0,0,0,0
obscur,0,0,0,1,0,0,0,2,0,1
observ,2,3,0,2,4,0,2,2,2,4
observatori,0,0,0,1,6,7,1,7,0,20
obsolet,0,0,0,0,0,0,0,0,1,0
obstacl,1,0,0,0,0,0,0,0,0,0
obtain,2,0,0,0,2,0,0,0,5,1
obviat,0,0,1,0,0,0,0,0,0,0
obviou,0,0,3,2,0,0,0,2,1,0
obvious,0,0,0,1,2,0,0,1,1,0
occas,0,1,1,2,0,0,0,0,0,0
occasion,1,1,0,1,0,0,1,0,0,0
occupi,0,0,1,0,0,0,1,0,0,1
occur,0,0,4,0,2,0,0,2,3,0
occurr,0,0,0,1,0,0,0,0,0,0
ocean,0,0,2,2,0,0,3,2,2,2
octav,1,0,0,0,0,0,0,0,0,0
octob,0,0,0,0,0,1,0,2,0,2
octopu,0,0,0,0,0,0,0,0,0,1
odd,2,0,0,1,0,0,0,0,0,1
odour,0,0,1,0,0,0,0,0,0,0
offer,0,1,1,1,0,2,0,0,1,2
offic,0,0,0,1,0,0,0,0,2,0
offici,0,0,0,0,1,0,0,0,3,0
offshoot,0,0,0,0,0,0,0,0,0,1
offspr,0,0,3,1,0,0,0,0,0,0
often,3,4,15,12,0,2,1,0,1,1
oil,1,1,0,0,0,0,0,0,0,0
okapi,0,0,0,3,0,0,0,0,0,1
olcott,0,0,0,0,1,0,0,0,0,0
old,0,3,6,4,0,0,0,0,3,3
older,0,0,2,0,0,1,1,0,0,0
oldest,0,0,3,0,0,1,0,0,0,1
oligocen,0,0,3,0,0,0,0,0,0,0
oliv,2,0,0,0,0,0,0,0,1,0
omit,3,0,0,0,0,0,0,0,0,0
omn,0,0,0,1,0,0,0,0,0,0
one,47,10,42,46,20,4,6,15,19,32
onion,1,0,0,0,0,0,0,0,0,0
onlin,0,0,0,0,0,0,0,0,4,2
onward,1,0,1,0,0,0,0,0,0,1
opalina,0,0,0,1,0,0,0,0,0,0
open,0,3,10,4,0,0,0,0,0,8
oper,0,1,2,0,0,1,0,0,1,1
opinion,1,0,0,0,2,1,1,0,0,0
opossum,0,0,0,0,0,0,0,0,0,2
opportun,0,1,3,1,0,1,0,0,2,1
oppos,0,0,1,0,0,0,0,0,0,0
opposit,3,0,0,0,1,2,1,1,1,1
opteryx,0,0,5,0,0,0,0,0,0,1
orang,2,0,0,0,0,0,0,1,0,6
orb,0,0,0,0,0,0,0,0,0,1
orbit,3,0,0,1,0,0,0,0,0,6
order,5,2,4,1,1,2,1,0,0,3
orderli,0,0,1,0,0,0,0,0,0,0
ordinari,1,2,1,8,1,2,0,1,1,0
ordovician,0,0,4,0,0,0,0,0,0,0
org,0,0,0,0,0,0,0,0,12,1
organ,1,0,12,28,0,0,0,0,1,0
organis,0,0,0,1,0,0,0,0,0,0
origin,3,0,11,18,0,3,1,2,6,6
orion,0,0,0,0,0,1,0,0,0,1
orioni,0,0,0,0,0,1,0,0,0,1
orohippu,0,0,2,0,0,0,0,0,0,0
osborn,0,0,4,0,0,0,0,0,0,2
oscar,0,0,0,1,0,0,0,0,0,0
ostrich,0,0,2,0,0,0,0,0,0,0
otherwis,1,0,2,0,0,0,0,1,0,2
otter,0,0,0,0,0,0,0,0,0,1
ought,1,0,1,1,0,0,0,0,2,0
ounc,0,0,0,0,0,1,0,0,0,0
outbreak,2,0,0,0,1,0,0,0,0,0
outburst,0,0,0,0,0,0,0,0,0,3
outcom,1,1,1,3,0,0,0,0,0,3
outdat,0,0,0,0,0,0,0,0,1,0
outer,2,0,0,2,1,1,0,5,0,0
outermost,0,0,2,0,0,0,1,0,0,0
outflam,0,0,0,0,1,0,0,0,0,0
outflow,0,0,0,1,0,0,0,0,0,1
outli,3,0,0,0,0,0,0,0,0,0
outlin,1,0,3,2,2,0,0,0,7,14
outlook,0,0,0,1,0,0,0,0,0,0
outpour,0,0,0,0,1,0,0,0,0,0
outsid,1,2,2,2,1,0,0,0,3,2
outstand,0,0,1,0,0,0,0,0,0,0
outward,0,0,0,0,0,0,1,1,0,1
oval,0,0,0,0,3,0,0,0,0,0
ovari,0,0,0,2,0,0,0,0,0,0
oven,1,0,0,0,0,0,0,0,0,0
overcharg,1,0,0,0,0,0,0,0,0,0
overcom,0,0,0,0,0,0,0,0,1,0
overcrowd,0,0,1,0,0,0,0,0,0,0
overflow,0,0,1,0,0,0,0,0,0,0
overhang,0,1,0,0,0,0,0,0,0,0
overhead,1,0,0,0,0,1,0,0,0,0
overli,0,0,0,0,0,0,0,0,0,1
overlook,0,0,1,0,0,0,0,0,0,0
overpow,0,0,1,0,0,0,0,0,0,1
overtak,0,0,0,1,0,0,0,0,0,0
overtaken,0,1,0,0,0,0,0,0,0,0
ovipar,0,0,1,0,0,0,0,0,0,0
ovul,0,0,2,1,0,0,0,0,0,0
ovum,0,0,0,6,0,0,0,0,0,0
owe,1,1,1,0,1,1,0,0,3,2
owner,0,0,0,0,0,0,0,1,5,0
oxal,0,0,0,1,0,0,0,0,0,0
oxygen,0,0,7,4,0,0,0,1,0,0
ozoic,0,0,9,0,0,0,0,0,0,0
p,0,0,0,0,0,0,0,0,1,6
pace,0,0,0,0,0,0,0,0,1,1
pacif,0,0,1,0,0,0,0,0,1,0
pack,1,0,1,0,0,0,0,0,0,0
paddl,0,0,2,0,0,0,0,0,0,0
page,3,0,1,0,1,0,1,0,4,1
paid,0,0,0,1,0,0,0,0,6,0
paint,3,0,0,1,0,0,0,0,0,1
pair,1,0,1,1,2,0,0,0,0,0
pal,0,0,7,0,0,0,0,0,0,0
palat,0,1,0,0,0,0,0,0,0,0
pale,0,0,0,0,0,0,0,0,0,1
palm,0,0,3,0,0,0,0,0,0,1
paloloworm,0,0,0,1,0,0,0,0,0,0
paper,0,0,0,0,1,0,0,0,1,1
paperwork,0,0,0,0,0,0,0,0,1,0
parachut,0,0,3,0,0,0,0,0,0,0
parachutist,0,0,2,0,0,0,0,0,0,0
paragraph,0,0,0,0,0,0,0,0,14,0
parallax,0,0,0,0,0,0,0,0,0,1
parallel,1,0,0,0,2,0,0,0,0,0
paralys,0,0,0,2,0,0,0,0,0,0
parasit,0,0,6,8,0,0,0,0,0,1
parent,0,3,10,5,0,0,0,0,0,2
parentag,0,0,0,1,0,0,0,0,0,0
pari,0,0,1,0,1,0,0,0,0,0
pariasauru,0,0,1,0,0,0,0,0,0,1
park,0,0,0,0,0,0,0,0,0,5
parrot,0,1,1,0,0,0,0,0,0,0
part,5,3,10,19,9,2,1,1,9,1
parti,0,0,0,0,0,0,0,0,1,0
partial,0,1,1,0,1,0,0,0,0,3
particl,14,0,0,1,0,1,0,1,3,4
particular,1,2,5,1,0,0,0,2,3,0
particularli,1,0,3,0,0,0,0,0,1,1
partisan,0,0,0,0,1,0,0,0,0,0
partit,0,1,0,0,0,0,0,0,0,0
partli,0,1,2,0,0,0,0,0,0,2
partner,0,0,0,0,0,0,0,0,0,1
partnership,0,0,2,1,0,0,0,0,0,0
partridg,0,1,0,0,0,0,0,0,0,0
pass,27,0,3,4,4,5,1,4,3,5
passag,3,0,4,0,1,0,0,0,0,3
passiv,0,0,0,1,0,0,0,0,0,0
past,1,1,4,4,1,0,0,1,0,3
pastur,0,0,1,0,0,0,0,0,0,0
patch,1,0,0,0,1,1,0,0,0,1
patent,0,0,0,0,0,0,0,1,0,0
patern,0,0,0,2,0,0,0,0,0,0
path,4,2,0,0,0,0,0,0,0,4
patienc,0,0,0,0,0,0,0,0,0,2
patient,0,0,1,0,0,0,0,0,0,0
pave,0,0,0,1,0,0,0,0,0,0
paw,0,2,0,0,0,0,0,0,0,0
pay,0,0,0,0,0,0,0,0,3,0
payment,0,0,0,0,0,0,0,0,3,0
peacock,0,0,0,1,0,0,0,0,0,0
peahen,0,0,0,1,0,0,0,0,0,0
peak,0,0,0,0,0,1,0,0,0,0
pearl,1,0,0,0,0,0,0,0,0,0
pearli,0,0,0,0,0,0,0,0,0,2
peck,0,5,0,0,0,0,0,0,0,0
pector,0,0,2,0,0,0,0,0,0,0
peculiar,2,1,3,0,0,0,0,1,0,2
peculiarli,0,0,0,1,0,0,0,0,0,0
pedigre,0,0,3,0,0,0,0,0,0,1
peep,0,1,0,0,0,0,0,0,0,1
peer,0,0,1,0,0,0,0,0,0,0
pelag,0,0,2,0,0,0,0,0,0,1
pelagica,0,0,0,0,0,0,0,0,0,1
pelican,0,0,0,0,0,0,0,0,0,1
pelomyxa,0,0,0,1,0,0,0,0,0,0
penetr,1,0,3,1,0,0,0,0,0,0
penguin,0,0,0,0,0,0,0,0,0,2
peopl,1,1,4,0,0,0,1,0,3,4
per,3,0,0,1,2,0,0,0,0,1
perceiv,2,0,0,0,1,0,0,0,0,0
percept,0,0,0,0,1,0,0,0,0,1
perceptu,0,0,3,0,0,0,0,0,0,0
perciv,0,0,0,0,0,0,1,0,0,1
perenni,0,0,1,0,0,0,0,0,0,0
perfect,0,2,1,0,0,0,0,0,1,1
perfectli,0,0,0,0,1,0,1,0,0,0
perform,1,1,0,1,0,0,0,0,6,0
perhap,2,1,20,3,0,2,0,1,0,5
period,3,0,43,4,4,0,1,4,6,1
periophthalmu,0,0,0,0,0,0,0,0,0,1
peripatu,0,0,2,0,0,0,0,0,0,1
perish,0,0,0,0,0,0,0,0,0,1
perman,1,0,1,0,0,0,1,0,1,1
permeabl,0,0,0,1,0,0,0,0,0,0
permeat,1,0,0,0,0,0,0,0,0,0
permian,0,0,10,0,0,0,0,0,0,0
permiss,2,0,0,4,0,0,0,0,7,10
permit,1,0,0,0,0,0,0,0,3,0
permut,0,0,1,0,0,0,0,0,0,0
perpetu,2,0,0,0,0,0,0,0,0,0
perrin,0,0,0,0,0,0,0,0,1,0
persist,0,0,5,1,0,0,0,0,0,1
person,2,1,1,0,0,0,0,0,4,0
persuad,0,0,0,0,0,0,1,0,0,0
pervad,1,0,1,0,0,0,0,0,0,0
pet,0,1,0,0,0,0,0,0,0,0
petrel,0,0,0,0,0,0,0,0,0,1
petroleum,0,0,0,0,1,0,0,0,0,0
petromyzon,0,0,0,0,0,0,0,0,0,1
pg,0,0,0,0,0,0,0,0,1,0
pgdp,0,0,0,0,0,0,0,0,1,1
pglaf,0,0,0,0,0,0,0,0,8,0
phagocyt,0,0,0,1,0,0,0,0,0,0
phalang,0,0,1,0,0,0,0,0,0,0
phase,1,0,1,0,0,0,0,0,0,0
phenomena,4,0,0,0,1,1,0,3,3,5
phenomenon,1,0,0,0,0,0,0,0,0,0
philosoph,0,1,0,1,0,0,0,0,0,2
philosophi,0,0,0,0,0,0,0,0,1,0
phoenix,1,0,0,0,0,0,0,0,0,0
phosphoresc,1,0,1,1,0,0,0,0,0,0
phosphoru,1,0,0,0,0,0,0,0,0,0
photo,3,3,6,10,3,7,0,3,4,91
photograph,12,0,1,1,7,2,7,4,0,15
photographi,0,0,0,0,0,1,0,0,0,0
photospher,0,0,0,0,0,0,0,11,0,4
photosynthesi,0,0,0,3,0,0,0,0,0,0
phrase,0,1,0,1,0,0,0,0,4,1
physic,6,0,1,1,0,2,0,0,4,3
physicist,5,0,0,1,0,0,0,0,1,0
physiolog,0,0,2,10,0,0,0,0,0,3
physiologist,0,0,0,0,0,0,0,0,0,1
physophora,0,0,0,0,0,0,0,0,0,1
pick,1,4,0,0,0,0,0,0,0,0
picker,0,0,0,0,0,0,2,0,0,0
pictori,1,0,1,0,0,0,0,1,0,1
pictur,6,1,1,5,1,0,0,0,0,5
picturesqu,0,0,0,0,0,0,0,1,0,0
piec,7,1,1,2,6,2,1,1,6,2
pieti,0,1,0,0,0,0,0,0,0,0
pig,0,1,0,0,0,0,0,0,0,0
pigeon,0,1,0,4,0,0,0,0,0,2
pigment,0,0,0,1,0,0,0,0,0,0
pigmi,0,0,1,0,0,0,0,0,0,0
pilgrim,0,1,0,0,0,0,0,0,0,0
pill,0,0,1,1,0,0,0,0,0,0
pillar,0,0,0,0,2,0,0,0,0,0
piltdown,0,0,0,0,0,0,0,0,0,2
pin,0,0,0,1,0,0,0,0,0,1
pinion,0,0,1,0,0,0,0,0,0,0
pink,1,0,0,0,0,0,0,0,0,0
pioneer,0,0,1,0,0,0,0,0,0,0
pipa,0,0,0,0,0,0,0,0,0,1
pipe,1,0,2,0,0,0,1,0,0,0
pistil,0,0,0,1,0,0,0,0,0,0
pit,0,1,0,0,0,1,0,0,0,1
pithecanthropu,0,0,0,0,0,0,0,0,0,3
pitt,0,1,0,0,0,0,0,0,0,0
pituitari,0,0,0,0,0,0,0,0,0,1
pivot,3,0,0,0,0,0,0,0,0,0
place,4,1,9,6,3,2,2,3,4,0
placent,0,0,1,0,0,0,0,0,0,0
plaic,0,0,1,0,0,0,0,0,0,0
plain,0,0,3,0,0,2,1,0,2,3
plainli,1,0,1,0,0,0,0,0,0,0
planarian,0,0,0,1,0,0,0,0,0,0
plane,0,1,2,6,1,0,0,0,0,1
planet,3,0,0,9,0,0,28,1,1,29
planetari,0,0,0,2,0,0,1,0,0,1
planetesim,0,0,0,4,0,0,0,0,0,0
planetoid,0,0,0,0,0,1,1,0,0,0
plant,1,0,22,32,0,0,1,0,0,5
plastic,0,1,3,1,0,0,0,0,0,0
plate,7,0,0,0,8,0,1,0,0,1
platypu,0,0,2,0,0,0,0,0,0,1
play,0,1,1,2,0,0,0,0,1,0
pleas,0,0,1,0,0,0,0,0,3,0
pleistocen,0,0,2,0,0,0,0,0,0,1
plenti,0,0,0,0,0,0,1,0,0,0
plesiosaur,0,0,1,0,0,0,0,0,0,0
pliocen,0,0,5,0,0,0,0,0,0,0
pliohippu,0,0,1,0,0,0,0,0,0,0
plod,0,0,1,0,0,0,0,0,0,0
plover,0,1,1,0,0,0,0,0,0,0
plume,0,0,0,1,0,0,0,0,0,0
pocket,0,0,0,0,0,0,0,0,0,1
pod,0,0,0,1,0,0,0,0,0,0
podargu,0,0,0,0,0,0,0,0,0,1
